date,channel,source,medium,campaign,device,sessions,users,product_views,add_to_carts,begin_checkouts,purchases,purchase_revenue_sar,consent_state_coverage
2025-12-27,Organic Search,google,organic,Always-on SEO,mobile,137,109,95,23,13,7,1277.95,0.989
2025-12-27,Direct,direct,none,Unassigned,desktop,123,94,79,18,9,5,1481.47,0.9758
2025-12-27,Email,newsletter,email,Lifecycle,tablet,162,139,129,24,14,9,2083.2,0.9901
2025-12-28,Paid Search,google,cpc,KSA Growth,desktop,76,63,61,14,8,5,1232.64,0.9692
2025-12-28,Paid Social,instagram,paid_social,Creator Offers,tablet,88,64,66,11,5,4,879.65,0.9921
2025-12-28,Affiliates,partners,affiliate,Partner Network,mobile,93,69,61,16,11,7,1232.64,0.9921
2025-12-29,Direct,direct,none,Unassigned,tablet,156,128,122,29,16,10,2035.2,0.9748
2025-12-29,Email,newsletter,email,Lifecycle,mobile,105,91,66,13,8,6,1008.1,0.981
2025-12-29,Organic Search,google,organic,Always-on SEO,desktop,113,87,87,23,15,11,2310.91,0.9665
2025-12-30,Paid Social,instagram,paid_social,Creator Offers,mobile,145,112,99,19,13,9,2009.38,0.9657
2025-12-30,Affiliates,partners,affiliate,Partner Network,desktop,121,98,77,17,8,6,1426.66,0.99
2025-12-30,Paid Search,google,cpc,KSA Growth,tablet,149,125,109,25,17,12,2896.61,0.9602
2025-12-31,Email,newsletter,email,Lifecycle,desktop,138,118,101,22,11,7,1434.24,0.984
2025-12-31,Organic Search,google,organic,Always-on SEO,tablet,89,64,61,15,8,6,1309.54,0.9601
2025-12-31,Direct,direct,none,Unassigned,mobile,135,98,97,21,10,8,1657.25,0.9653
